Sr. No,RERA ID,Developer Name,Project Name,Location,Town,Tie-up status,Create Date,Status
1144,P52100017622,Shevi Group,Shevi Utopia,Moshi ,Pimpri Chinchwad,No,7/1/2020,Sold Out
1145,"OC Received, P52100010924",Bhosale Associates ,Bhosale Pride,Moshi,Pimpri Chinchwad,No,7/1/2020,Sold Out
1146,P52100016778(OC Received) ,S.D.Bhosale Developers ,SD Bhosale Megha Sparkle Towers,Charholi Budruk,Pimpri Chinchwad,No,7/1/2020,Sold Out
1147,"P52100003481(OC Received)  ,P52100004239(OC Received) , P52100028409",Ideal Developers,Ideal Balaji Vishwa,Moshi ,Pimpri Chinchwad,No,7/1/2020,Active
1148,P52100018585,Rigved Lifespaces, Rigved,Baner,Pune West,No,7/1/2020,Sold Out
1149,P52100022761,Jayhind Group Builders & Developers ,Jaihind Hillside,Alandi,Pimpri Chinchwad,Yes,8/1/2020,Sold Out
1150,"P52100014266, P52100015436",Excel Housing,Excel Celestia Residency,Moshi,Pimpri Chinchwad,No,8/1/2020,Sold Out
1151,P52100018736,Khushi Enterprise ,Khushi Pushpak,Alandi,Pimpri Chinchwad,Yes,8/1/2020,Sold Out
1152,P52100021006,Urbania Realty,Urbania Mangalam,Alandi,Pimpri Chinchwad,Yes,8/1/2020,Sold Out
1153,"P52100018391,P52100018123,P52100025843,P52100018252","Pharande Spaces, Sable Sanjivani, TRU Realty",Pharande Vaarivana,Urse,Pimpri Chinchwad,No,8/1/2020,Active
1154,"P52100001891(OC Received), P52100031702",Adhya Group,Adhya Radha Krishna,Moshi,Pimpri Chinchwad,No,9/1/2020,Active
1155,P52100021137(OC Received),"Star Properties, Arcadia Developers",Star Radhe Harmony,Alandi,Pimpri Chinchwad,No,9/1/2020,Sold Out
1156,P52100006648(OC Received),Guru Mauli Vihar ( Jeswani ),Gurumauli Vihar,Baner,Pune West,No,9/1/2020,Sold Out
1157,P52100023151,Bluepearl Realtors,Bluepearl 18 Casita,Baner,Pune West,No,9/1/2020,Sold Out
1158,P52100019621,Goodwill Infracon,Goodwill Wonder Nest Homes ,Moshi,Pimpri Chinchwad,No,9/1/2020,Active
1159,P52100020368, Apex Associates,Apex Love Spring,Chikhali,Pimpri Chinchwad,No,10/1/2020,Active
1160,P52100011364 (OC Received),Moraya Reality Group,Moraya Amrut Pushp,Moshi,Pimpri Chinchwad,No,10/1/2020,Sold Out
1161,P52100022184(OC Received),PRK Vhentures ,PRK Pride ,Alandi,Pimpri Chinchwad,No,13/01/2020,Sold Out
1162,P52100014850,"Dnyan Group , ABA Group",Dnyan Vishwa,Alandi,Pimpri Chinchwad,No,13/01/2020,Active
1163,"P52100013294,(OC Received)","Dnyan Group , ABA Group",Dnyansadhana ,Alandi,Pimpri Chinchwad,No,13/01/2020,Sold Out
1164,P52100009872(OC Received),"Shyama Builders, Praksh Shelters",Shyama Fortune,Moshi,Pimpri Chinchwad,No,13/01/2020,Sold Out
1165,P52100013203,Aryan Developers,Aryan Galaxy,Dighi,Pimpri Chinchwad,No,14/01/2020,Sold Out
1166,"P52100004235(OC Received),P52100028500",Sam Developers,Dreams Carnival,Charholi Budruk,Pimpri Chinchwad,No,14/01/2020,Inactive
1167,P52100021772,Yashashree Group ,Yashashree Mangalam Homes,Moshi,Pimpri Chinchwad,No,14/01/2020,Sold Out
1168,P52100015490 (OC Received),Dattadigambar Associates ,Dattadigambar Gokuldham,Dighi,Pimpri Chinchwad,No,14/01/2020,Sold Out
1169,P52100023815,Dream Homes Developers,Lotus Paradise,Dighi,Pimpri Chinchwad,No,14/01/2020,Sold Out
1170,P52100021787,Sukhwani Chawla Erectors,Sukhwani Fairview,Thergaon,Pimpri Chinchwad,No,15/01/2020,Sold Out
1171,"P52100023713,P52100029757",Goel Ganga Developer,Ganga Serio,Kharadi,Pune East,No,15/01/2020,Active
1172,P52100023044,Sonigara Homes,Sonigara Rosalia,Dehu road,Pimpri Chinchwad,No,15/01/2020,Active
1173,P52100014182,Sapna Vaishnavi Developers ,Sapna Vaishnavi Residency ,Moshi,Pimpri Chinchwad,No,15/01/2020,Sold Out
1174,P52100004079,Krome Promoters & Devlopers,Krome Citroena,Undri,Pune South,No,16/01/2020,Sold Out
1175,P52100015026,"Venkatesh Oxy Group, Yogesh Landmarks",Venkatesh Oxy Flora,Lonikand,Pune East,No,16/01/2020,Active
1176,"P52100015644 (OC Received), P52100029924,P52100034656","Grow More Group, Bhandari Associates",Grow More Aavishkar,Moshi,Pimpri Chinchwad,No,16/01/2020,Active
1177,P52100017149,"Grow More Group, Dhanshree Developers ",Grow More Glory,Moshi,Pimpri Chinchwad,No,16/01/2020,Sold Out
1178,"P52100022658,P52100024754 (OC Received)","Prakriti Space LLP , Pranayraj Group",Prakriti Surbhi Mangalam,Dhanori,Pune East,No,17/01/2020,Active
1179,P52100021600,"Impulse Builder, Rajendra Hande",Impulse Avenue,Lohegaon,Pune East,Yes,17/01/2020,Sold Out
1180,P52100021728,Aastha Developers,Aastha Residency,Lohegaon,Pune East,No,17/01/2020,Sold Out
1181,P52100000386,GK Associates,St Kanwar Ram Palacio,Moshi ,Pimpri Chinchwad,No,17/01/2020,Inactive
1182,P52100019751,JD Ventures,JD Green Paradise,Lohegaon,Pune East,No,20/01/2020,Inactive
1183,"P52100014725, P52100021807","Vascon Engineers Ltd, Clover Builders, Shree Madhur Realtors",Vascon Forest Edge,Kharadi,Pune East,No,20/01/2020,Sold Out
1184,P52100015372,GSK Developers ,GSK Aai Residency,Dighi,Pimpri Chinchwad,No,20/01/2020,Sold Out
1185,OC Received,Shree Ram Group ,Shree Ram Hill View,Lohegaon,Pune East,Yes,20/01/2020,Sold Out
1186,P52100020066,Amcon Promoters And Builders,Amcon Orchids,Dighi,Pimpri Chinchwad,No,20/01/2020,Sold Out
1187,P52100021034,Prarambh Buildcon ,Prarambh Datta Vatika,Dighi,Pimpri Chinchwad,No,20/01/2020,Sold Out
1188,P52100014715,D R Gavhane Destination,Destination Kshitij,Bhosari,Pimpri Chinchwad,No,21/01/2020,Sold Out
1189,P52100001196,Amarnath Builders And Developers,Amarnath Paramount Smart City,Dighi,Pimpri Chinchwad,No,21/01/2020,Sold Out
1190,P52100007018 (OC Received),Raojee Constructions,Raojee Palladium Grand,Dhanori,Pune East,No,21/01/2020,Sold Out
1191,"P52100015944,P52100004221",Shreyas Shelters,Shreyas Palladium Exotica,Dhanori,Pune East,No,21/01/2020,Sold Out
1192,P52100020181,"D R Gavhane Destination, Gavhane Realty",Destination Ishanya,Bhosari,Pimpri Chinchwad,No,22/01/2020,Sold Out
1193,P52100016059,D.B.Realty,DB Aadiraj Heights,Dighi,Pimpri Chinchwad,No,22/01/2020,Sold Out
1194,"P52100018355, P52100001873",Primespace Realty Group,Primespace Utsav Homes,Bhosari,Pimpri Chinchwad,No,22/01/2020,Sold Out
1195,P52100009691,Nahush Properties ,Nahush Primero,Lohegaon,Pune East,No,22/01/2020,Inactive
1196,P52100017818,Magic Builders,Magic City,Moshi ,Pimpri Chinchwad,No,22/01/2020,Sold Out
1197,"P52100005238 (OC Received), P52100033886",Shubankar developments,Shubhankar Durvaa,Dhanori,Pune East,No,22/01/2020,Active
1198,P52100003275,"Aasara Properties, Shree Ventures",Shree Aangan,Dighi,Pimpri Chinchwad,No,23/01/2020,Sold Out
1199,"P52100017338, P52100000492",Maruti Group,Maruti Ravikiran,Charholi Budruk,Pimpri Chinchwad,No,23/01/2020,Sold Out
1200,P52100000458 (OC Received),"Gada Group,Pagade Group,Vahile Develoeprs",Gada Nithyam,Charholi Budruk,Pimpri Chinchwad,No,23/01/2020,Sold Out
1201,P52100015133(OC Received),Sandeep Enterprises ,Sandeep Swami Puram,Alandi,Pimpri Chinchwad,No,23/01/2020,Sold Out
1202,P52100016207,Sudip Developers ,Sudip Anusaya Heritage,Alandi,Pimpri Chinchwad,No,24/01/2020,Sold Out
1203,P52100023467,Greystone Venture,Greystone Vasundhara,Alandi,Pimpri Chinchwad,Yes,24/01/2020,Active
1204,P52100022365,Aasara Properties,Aasara Crystal Heights,Alandi,Pimpri Chinchwad,No,27/01/2020,Active
1205,P52100010533,Aksha Group ,Aksha Amulyam ,Moshi,Pimpri Chinchwad,Yes,27/01/2020,Sold Out
1206,P52100007889,Fortune Vastushilpa Developers LLP,Fortune Hill Top,Alandi,Pimpri Chinchwad,No,27/01/2020,Sold Out
1207,P52100024110,Atul Enterprises ,Atul Devrai,Alandi,Pimpri Chinchwad,No,27/01/2020,Sold Out
1208,P52100019063(OC Received),Maruti Group ,Ravitej,Moshi,Pimpri Chinchwad,No,28/01/2020,Sold Out
1209,P52100001262,Pristine Properties,Pristine Purvrang ( Part 1),Perne,Pune East,No,28/01/2020,Sold Out
1210,P52100020125,"Prestige Developers,Swastik Builders & Developers",Prestige Sanidhya Residency,Moshi ,Pimpri Chinchwad,No,29/01/2020,Sold Out
1211,"P52100018315,P52100025124(OC Received)",G S Associates ,GS Palaash 24,Moshi,Pimpri Chinchwad,No,29/01/2020,Active
1212,P52100005460,Vaishnavi Builders,Vaishnavi Ouranos,Chikhali,Pimpri Chinchwad,No,30/01/2020,Sold Out
1213,P52100006224,Sahyadri Realities,Sahyadri Shruberry,Moshi,Pimpri Chinchwad,No,30/01/2020,Sold Out
1214,"P52100019110(OC Received),P52100025238(OC Received)",Gandharva Excellence ,Gandharva Highland Spaces,Moshi,Pimpri Chinchwad,No,30/01/2020,Sold Out
1215,P52100015202,Geeta Builder,Geeta Prem Mannat,Charholi Budruk,Pimpri Chinchwad,No,31/01/2020,Sold Out
1216,P52100017244,"Avani Housing , Goyal Properties, G Mittal",Avani Aawas,Charholi Budruk,Pimpri Chinchwad,No,31/01/2020,Sold Out
1217,P52100005631,Tulsi Buildcon,Tulsi Ratna,Moshi,Pimpri Chinchwad,No,31/01/2020,Sold Out
1218,"P52100013484,P52100022040",Jay Ganesh Developers ,Jay Ganesh Omshree,Charholi Budruk,Pimpri Chinchwad,No,31/01/2020,Sold Out
1219,P52100023464,Four P Realities,Four P Northend Tower,Moshi,Pimpri Chinchwad,No,3/2/2020,Sold Out
1220,"P52100023652,P52100024759,P52100024824,P52100024849,P52100024865,P52100024921",Avior Enterprises ,Avior Uplife,Pirangut,Pune West,No,3/2/2020,Active
1221,"P52100012745,P52100015059","Ishwar Parmar Group ,Vijay Laxmi",Ishwar Parmar River Residency,Chikhali,Pimpri Chinchwad,No,3/2/2020,Sold Out
1222,P52100022916,Rameshwar Group,Rameshwar Yashobhoomi Phase II,Charholi Budruk,Pimpri Chinchwad,Yes,4/2/2020,Active
1223,"P52100019792,P52100030463,P52100034091","Tulip Properties ,Alhat Bros",Tulip Infinity Planet,Moshi,Pimpri Chinchwad,No,4/2/2020,Sold Out
1224,"P52100022084,P52100008329",Arihant Properties,Arihant Kate Estate,Alandi,Pimpri Chinchwad,No,4/2/2020,Active
1225,P52100017208,Hash Developers,Hash Namdeo Heights,Moshi,Pimpri Chinchwad,No,4/2/2020,Sold Out
1226,"P52100021705,P52100003064",Growmore Group ,Growmore Paraiso II,Moshi,Pimpri Chinchwad,No,4/2/2020,Sold Out
1227,P52100017766,Shreyash Developers,Shreyash Sai Orion,Charholi Budruk,Pimpri Chinchwad,No,4/2/2020,Sold Out
1228,P52100018959,Tirupati Tirumala Developer ,Tirupati Tirumala Govinda Enclave,Charholi Budruk,Pimpri Chinchwad,No,5/2/2020,Sold Out
1229,P52100002995 (OC Recieved)," Mehta Kishor Associates, Pragati Group",Mehta Kishor Shree Jalaram Park,Charholi Budruk,Pimpri Chinchwad,No,5/2/2020,Sold Out
1230,P52100024186,Paranjape Schemes,Azure Aster,Tathawade,Pune West,No,5/2/2020,Inactive
1231,P52100007709,MD Creation,MD Global Heights,Charholi Budruk,Pimpri Chinchwad,Yes,5/2/2020,Sold Out
1232,P52100023239,Blue Ventures,Blue 27th Avenue,Bavdhan,Pune West,No,6/2/2020,Active
1233,P52100015591,"Jhamtani Group, Global Enterprises",Jhamtani Ace Aurum II,Ravet,Pune West,No,6/2/2020,Sold Out
1234,P52100023339,Shreeyash Realty,Shreeyash Tingre Elite,Lohegaon,Pune East,No,7/2/2020,Sold Out
1235,P52100012004,Kasturi ,Kasturi Lords Estate,Shivaji nagar,Pune Center,No,7/2/2020,Active
1236,OC Received,Aarav Constructions ,Aarav Florrista & Sheraton,Wagholi,Pune East,No,7/2/2020,Sold Out
1237,P52100005578 (OC Recieved),Uma Construction,Uma Mangal Vatika,Chikhali,Pimpri Chinchwad,No,10/2/2020,Sold Out
1238,P52100002153,Sunrise Realtors,Sunrise Enclave,Moshi,Pimpri Chinchwad,No,10/2/2020,Sold Out
1239,P52100021062,"Aakar Realties ,Enkay life Realtors Pvt. Ltd",Aakar Coral Park,Charholi Budruk,Pimpri Chinchwad,No,10/2/2020,Sold Out
1240,P52100017183,Uma Construction,Uma Mangal Shrushti,Chikhali,Pimpri Chinchwad,No,10/2/2020,Sold Out
1241,"P52100014316, P52100021118","Saarrthi Group, Ekjoyt Properties",Saarrthi Signature Tower,Shivaji nagar,Pune Center,No,11/2/2020,Sold Out
1242,P52100022420,"Millennium Developers, Legacy lifespaces",Aqua Millenium,Ravet,Pune West,No,11/2/2020,Sold Out
1243,P52100023778(OC Recieved),Nirman Developers,Nirman Vishnubaug,Shivaji nagar,Pune Center,No,11/2/2020,Active
1244,"P52100019787, P52100011765",Geet Govind Developers,Geet Govind Muktai Angaan,Bopkhel,Pimpri Chinchwad,No,17/02/2020,Sold Out
1245,P52100002334,Dhodade Constructions ,Dhodade Arjun Heights,Bopkhel,Pimpri Chinchwad,No,11/2/2020,Sold Out
1246,P52100016611,"Amis Construction LLP ,Primary Housing Corporation",Amis Pranam Towers,Charholi Budruk,Pimpri Chinchwad,No,11/2/2020,Sold Out
1247,"P52100004118 ,P52100019311",Venture Group ,Venture City ,Alandi ,Pimpri Chinchwad,No,11/2/2020,Sold Out
1248,P52100023119(OC Recieved),Primal Property,Primal Homes ,Moshi,Pimpri Chinchwad,No,12/2/2020,Sold Out
1249,"P52100018875, P52100002115",Trimurti Development Company,Trimurti Elina,Sus,Pune West,No,12/2/2020,Sold Out
1250,P52100000799(OC Received),"Essen Group, MD Group",Essen Aishwaryam Courtyard 2,Chikhali,Pimpri Chinchwad,No,12/2/2020,Active
1251,P52100019125,Barathe Developers,Barathe Janaji Empire,Bopkhel,Pimpri Chinchwad,No,12/2/2020,Sold Out
1252,P52100006065,Raghvendra Construction,Raghvendra Akashvedh,Chikhali,Pimpri Chinchwad,No,12/2/2020,Sold Out
1253,P52100018135,Rajshree Landmark LLP ,Rajshree Hillside Residency,Alandi,Pimpri Chinchwad,No,12/2/2020,Sold Out
1254,P52100015036,"SB Developers , Kimaya Associates",Kimaya Spaces,Bopkhel,Pimpri Chinchwad,No,13/02/2020,Sold Out
1255,P52100023200,"ARV Group, Unitree India",ARV Regalia,Mohammed Wadi,Pune South,No,13/02/2020,Active
1256,P52100024346,Vision Creative Group,Vision Starwest,Tathawade,Pune West,No,20/04/2020,Sold Out
1257,P52100000397,LS Mehetre Promoters & Builders,LS Mehetre Laxmi Horizon,Punawale,Pune West,No,13/02/2020,Sold Out
1258,P52100024232,Blue Roof Cool Homes & Mont Vert Homes,Blue Roof Sera,Sus,Pune West,No,13/02/2020,Sold Out
1259,P52100014576,Amrut Reality ,Amrut Avnindra,Pimple Gurav,Pimpri Chinchwad,No,13/02/2020,Sold Out
1260,"P52100022212 , P52100022394",Fortune Vastusilpa Developers,Fortune Vedas,Alandi,Pimpri Chinchwad,No,13/02/2020,Sold Out
1261,P52100019341,GNP Landmarks,GNP The Riverside,Bavdhan,Pune West,No,14/02/2020,Sold Out
1262,P52100006529(OC Received),Siddhivinayak Developers,Siddhivinayak Gulmohar Park,Dapodi,Pimpri Chinchwad,No,14/02/2020,Sold Out
1263,P52100020295,Shree Ganesh Constructions ,Shree Ganesh Greenpark,Dapodi,Pimpri Chinchwad,No,14/02/2020,Active
1264,"P52100023214, P52100023134",Rohan Buildcon,Rohan Yuva,Wagholi,Pune East,No,14/02/2020,Active
1265,P52100022186,"Bhaktamar Realities LLP,Momsha Ramesh Group,Praful Kothari Venture",Bhaktamar Residency,Wadgaon Sheri,Pune East,No,14/02/2020,Active
1266,P52100007014(OC Received),SB Patil Group,SB Patil Siddhi Towers,Dapodi,Pimpri Chinchwad,No,14/02/2020,Sold Out
1267,OC Received,"Subhash Shinde Builders & Developers , Xpanz Associates, Destiny Realty",Subhash Heritage ,Dighi,Pimpri Chinchwad,No,17/02/2020,Sold Out
1268,P52100001864,TCG Real Estate,TCG The Crown Green,Hinjawadi,Pune West,No,17/02/2020,Sold Out
1269,P52100021636,"Pride Purple Properties, Unnati World",Pride Platinum Plus,Baner,Pune West,No,17/02/2020,Sold Out
1270,P52100001792,Praj Developers ,Praj Guru Prajakta,Lohegaon,Pune East,No,17/02/2020,Sold Out
1271,P52100023835,Kiran Creators & Developers,Kiran Sanskriti,Sus,Pune West,No,17/02/2020,Sold Out
1272,"P52100008353,P52100002820",Pinnacle Group,Pinnacle 9 Sadashiv,Sadashiv Peth,Pune Center,No,17/02/2020,Active
1273,"P52100019912,P52100045566","SB Patil Group ,Ganesh Construction ",SB Patil Ganesh Samruddhi,Dapodi,Pimpri Chinchwad,No,18/02/2020,Active
1274,P52100005542,Vaishnavi Builders,Vaishnavi Sahil Vighnesh Residency,Wakad,Pune West,No,18/02/2020,Sold Out
1275,OC Received,Kothari Tingre Developers ,Kothari Tingre The Rose,Lohegaon,Pune East,No,18/02/2020,Sold Out
1276,P52100007161,"Space Infracon Promoters & Builders , Sanghvi & Jain Associates",Space Airiana,Lohegaon,Pune East,No,18/02/2020,Sold Out
1277,OC Received,Swapnashil Developers,Swapnashil Swapnalok Residency,Bopkhel,Pimpri Chinchwad,No,18/02/2020,Sold Out
1278,P52100023905,Aaiji Reality,Aaiji Pink City ,Lohegaon,Pune East,No,18/02/2020,Active
1279,OC Received,Ghule Patil Developers,Ghule Patil Krushnarang Dreams,Bopkhel,Pimpri Chinchwad,No,18/02/2020,Sold Out
1280,P52100018261,Vaishnavi Builders,Vaishnavi Homes,Hinjawadi,Pune West,No,19/02/2020,Active
1281,P52100024399,Shri Sai Developers,Shri Madhur Aangan,Ravet,Pune West,No,19/02/2020,Active
1282,P52100021063,Anand Developers,Vithoba Anand,Rasta Peth,Pune Center,No,19/02/2020,Sold Out
1283,"P52100026088, P52100002113,P52100002681,P52100002702, P52100028971, P52100028173",K Raheja Corp,Raheja Viva,Pirangut,Pune West,No,19/02/2020,Sold Out
1284,P52100002479,Rairah Corporation,Rairah Reflections Society,Thergaon,Pimpri Chinchwad,No,20/02/2020,Sold Out
1285,P52100021492,GK Associates,Aryavat,Ravet,Pune West,No,20/02/2020,Inactive
1286,OC Received,K Raheja Realty,Raheja Gardens,Wanowrie,Pune South,No,20/02/2020,Sold Out
1287,P52100010136,Shree Ganesh Associates,Shree Ganesh Maithili Empire,Ravet,Pune West,No,20/02/2020,Sold Out
1288,P52100002225 (OC Received),Arrow Realty,Arrow Love Nest,Chikhali,Pimpri Chinchwad,No,24/02/2020,Sold Out
1289,"P52100007982 , P52100007297","Sukhwani Group, Prime Properties",Sukhwani Gracia,Sus,Pune West,No,24/02/2020,Sold Out
1290,P52100023395,Caratlane Landmarks Llp,Caratlane Marigold,Tathawade,Pune West,No,24/02/2020,Sold Out
1291,P52100005869,"Om Developers , Mantri Landmarks, Jain Group",Om Tropical Palms,Wakad,Pune West,No,24/02/2020,Sold Out
1292,P52100022879(OC Received),"Pate Developers, Siddhashila",Manik Signia,Shivaji nagar,Pune Center,No,24/02/2020,Inactive
1293,P52100002269,Choice Developers ,Choice Everestplaza,Chikhali,Pimpri Chinchwad,No,24/02/2020,Sold Out
1294,P52100000553(OC Received),Guru Developers And Associates,Guru Vihan,Wagholi,Pune East,No,25/02/2020,Sold Out
1295,P52100023299,Vaishnavi Developers & Builders ,Vaishnavi Sai Sparsh,Chikhali,Pimpri Chinchwad,No,25/02/2020,Active
1296,"P52100020055, P52100000222","Earnest Group, Shah Ventures ",Earnest Aayush Park,Talegaon Dabhade,Pimpri Chinchwad,No,25/02/2020,Active
1297,P52100021984,Royal Group  & Tukaram More Estate,Royal Abhimaan Vishwa,Chikhali,Pimpri Chinchwad,No,25/02/2020,Sold Out
1298,P52100018600 (OC Received),AAA Housing Development LLP,AAA Dham,Kondhwa Budruk,Pune South,No,25/02/2020,Sold Out
1299,P52100018110,AAA Housing Development LLP,AAA Landmark,Kondhwa,Pune South,No,25/02/2020,Sold Out
1300,P52100002471(OC Received),Jagtap Patil Promoters & Builders & Chandrarang Developers,Jagtap Engracia,Pimple Gurav,Pimpri Chinchwad,No,26/02/2020,Sold Out
1301,P52100019908,Samruddhi Promoters,Samruddhi Rutugandh,Chikhali,Pimpri Chinchwad,No,26/02/2020,Sold Out
1302,"P52100017861 , P52100003629",Sandeep Construction Company,Sandeep Parth Estate,Dehu,Pimpri Chinchwad,No,26/02/2020,Sold Out
1303,P52100003300 (OC Recieved),"GKG Ventures, Ranawat Group ",GSK Kings Way,Ghorpadi,Pune East,No,26/02/2020,Sold Out
1304,"P52100011335 (OC Received), P52100020747",Aksha Group,Aksha Vrundavan(Phase II),Chikhali,Pimpri Chinchwad,No,26/02/2020,Active
1305,P52100011812,"Venture Promoters & Builders ,Namo Builders & Developers , Krushnai Construction",Namo Insperia,Chikhali,Pimpri Chinchwad,No,27/02/2020,Sold Out
1306,P52100021981,Shubharambh Properties,Shubharambh 21,Ravet,Pune West,No,27/02/2020,Sold Out
1307,P52100014355(OC Recieved),Amit Developers & Builders ,Amit Sharan Residency,Pimple Gurav,Pimpri Chinchwad,No,27/02/2020,Sold Out
1308,P52100000643,Skyi Developers,Skyi The Songbirds Estate,Bavdhan,Pune West,No,27/02/2020,Sold Out
1309,P52100020688,Redshift Buildcon,Redshift Bloomville,Hinjawadi,Pune West,No,27/02/2020,Active
1310,P52100021334,Atharv Associates,Atharv Abhiman Square,Chikhali,Pimpri Chinchwad,No,27/02/2020,Sold Out
1311,P52100015961 (OC Recieved),Kumar Properties,Kumar Palmspring Bungalows,Undri,Pune South,No,27/02/2020,Sold Out
1312,"P52100024449 ,P52100045496, P52100045496",Pride Purple Properties,Pride Park Astra,Hinjawadi,Pune West,No,27/02/2020,Active
1313,P52100013743(OC Recieved),Sai Sane Developers,Sai Sane Sriroz Paradise,Chikhali,Pimpri Chinchwad,No,27/02/2020,Sold Out
1314,P52100009631(OC Recieved),"Vighnaharta Creations, Kesar Group",Vighnaharta Royal Plaza,Chinchwad,Pimpri Chinchwad,No,28/02/2020,Sold Out
1315,(OC Recieved),Tata Value Homes,Tata Value Inora Park,Handewadi,Pune South,No,28/02/2020,Sold Out
1316,P52100023493 (OC Received),"R.K. Lunkad Builders & Promoters, Lunkad Gruhnirman",RKL Anand,Tathawade,Pune West,No,28/02/2020,Sold Out
1317,P52100009843, Regal Group ,Regal Residency ,Chikhali,Pimpri Chinchwad,No,28/02/2020,Sold Out
1318,P52100024342,"51 Carat Developers, Bansal Builtcon",51 Siberia,Dhanori,Pune East,No,28/02/2020,Inactive
1319,P52100005459,Suraj Builders,Suraj Aryan Landmark,Chikhali ,Pimpri Chinchwad,No,28/02/2020,Sold Out
1320,P52100019807,Sai Mangalya Developers ,Sai Mangalya Heights ,Chikhali,Pimpri Chinchwad,No,28/02/2020,Sold Out
1321,P52100010961,Hir Ban Promoters And Developers,Hir Ban Hirban Residency,Chikhali,Pimpri Chinchwad,No,28/02/2020,Sold Out
